"business_id","Score","date","type"
180,87,"20110928","Routine"
180,,"20110422","Followup"
180,87,"20110415","Routine"
180,94,"20100802","Routine"
184,,"20121109","Followup"
184,98,"20121106","Routine"
184,,"20120131","Followup"
184,91,"20120125","Routine"
184,,"20110706","Followup"
184,,"20110705","Non-inspection site visit"
184,94,"20110629","Routine"
184,,"20101006","Followup"
184,92,"20100923","Routine"
187,100,"20121108","Routine"
187,100,"20120328","Routine"
187,98,"20110824","Routine"
187,92,"20101108","Routine"
190,98,"20121116","Routine"
190,100,"20120430","Routine"
190,100,"20111028","Routine"
190,100,"20110428","Routine"
192,,"20130501","Followup"
192,96,"20130419","Routine"
192,,"20120807","Followup"
192,,"20120710","Followup"
192,92,"20120626","Routine"
192,100,"20111215","Routine"
192,,"20111003","Followup"
192,94,"20110608","Routine"
192,,"20110608","Followup"
192,,"20110228","Followup"
192,96,"20110125","Routine"
192,,"20110118","Complaint"
192,,"20110118","Followup"
194,90,"20130107","Routine"
194,,"20121004","Non-inspection site visit"
194,,"20110802","Followup"
194,88,"20110725","Routine"
198,100,"20121127","Routine"
198,96,"20120320","Routine"
198,98,"20110913","Routine"
198,100,"20110328","Routine"
198,100,"20100917","Routine"
199,,"20121221","Followup"
199,88,"20121127","Routine"
199,,"20120323","Followup"
199,90,"20120320","Routine"
199,,"20110929","Followup"
199,90,"20110913","Routine"
199,,"20110404","Non-inspection site visit"
199,90,"20110328","Routine"
199,96,"20100917","Routine"
200,,"20121119","Followup"
200,88,"20121024","Routine"
200,96,"20120312","Routine"
200,,"20120312","Routine"
200,,"20111003","Followup"
200,90,"20110923","Routine"
200,,"20110610","Followup"
200,73,"20110608","Routine"
200,,"20101112","Followup"
200,85,"20101020","Routine"
201,,"20130501","Followup"
201,90,"20130415","Routine"
201,,"20120914","Followup"
201,,"20120913","Followup"
201,91,"20120827","Routine"
201,,"20111215","Followup"
201,94,"20111207","Routine"
201,,"20110901","Followup"
201,,"20110830","Followup"
201,,"20110824","Followup"
201,81,"20110810","Routine"
201,,"20110308","Followup"
201,,"20110304","Followup"
201,74,"20110303","Routine"
208,,"20121010","Non-inspection site visit"
208,,"20120831","Followup"
208,81,"20120823","Routine"
208,,"20111110","Followup"
208,,"20111031","Routine"
208,92,"20111031","Routine"
208,94,"20110225","Routine"
208,,"20110225","Routine"
216,100,"20130306","Routine"
216,100,"20120605","Routine"
216,100,"20120216","Routine"
216,98,"20110624","Routine"
216,,"20100923","Non-inspection site visit"
216,,"20100910","Complaint"
216,83,"20100910","Routine"
217,100,"20130207","Routine"
217,100,"20120614","Routine"
217,100,"20111222","Routine"
217,100,"20110609","Routine"
217,94,"20101216","Routine"
219,92,"20130412","Routine"
219,100,"20120905","Routine"
219,100,"20120210","Routine"
219,100,"20110830","Routine"
219,100,"20110303","Routine"
221,91,"20130131","Routine"
221,90,"20120815","Routine"
221,100,"20120209","Routine"
221,98,"20110725","Routine"
221,90,"20110131","Routine"
221,,"20101006","Followup"
221,98,"20100812","Routine"
226,,"20130403","Followup"
226,86,"20130326","Routine"
226,,"20121025","Followup"
226,,"20120928","Followup"
226,94,"20120912","Routine"
226,,"20120228","Followup"
226,,"20120207","Followup"
226,88,"20120130","Routine"
226,,"20110715","Followup"
226,94,"20110708","Routine"
226,,"20100915","Followup"
226,,"20100908","Followup"
226,70,"20100901","Routine"
229,,"20121029","Followup"
229,,"20120725","Followup"
229,96,"20120725","Routine"
229,96,"20111028","Routine"
229,,"20101123","Followup"
229,79,"20101119","Routine"
230,,"20130226","Followup"
230,,"20130205","Followup"
230,,"20130125","Followup"
230,64,"20130124","Routine"
230,,"20120417","Followup"
230,73,"20120402","Routine"
230,,"20120402","Complaint"
230,,"20110804","Followup"
230,79,"20110726","Routine"
231,,"20121217","Followup"
231,85,"20121106","Routine"
231,,"20120524","Followup"
231,81,"20120522","Routine"
231,,"20111208","Followup"
231,90,"20111104","Routine"
231,94,"20110314","Routine"
231,,"20100916","Non-inspection site visit"
231,92,"20100914","Routine"
231,,"20100519","Non-inspection site visit"
234,86,"20130506","Routine"
234,,"20120418","Followup"
234,82,"20120326","Routine"
234,,"20110816","Followup"
234,,"20110803","Followup"
234,87,"20110720","Routine"
234,,"20110711","Non-inspection site visit"
234,,"20110315","Non-inspection site visit"
234,,"20110308","Followup"
234,72,"20110215","Routine"
234,,"20100715","Followup"
236,94,"20121012","Routine"
236,98,"20120301","Routine"
236,,"20110902","Followup"
236,94,"20110823","Routine"
236,,"20110303","Followup"
236,94,"20110222","Routine"
236,,"20110107","Non-inspection site visit"
236,,"20100615","Followup"
236,,"20100608","Followup"
236,85,"20100601","Routine"
239,,"20120831","Followup"
239,83,"20120830","Routine"
239,86,"20120320","Routine"
239,,"20120319","Non-inspection site visit"
239,,"20110926","Non-inspection site visit"
239,,"20110831","Followup"
239,81,"20110831","Routine"
239,76,"20110419","Routine"
239,,"20101210","Followup"
239,72,"20101007","Routine"
240,,"20130116","Followup"
240,65,"20121213","Routine"
240,,"20120207","Followup"
240,61,"20120126","Routine"
240,82,"20120110","Routine"
240,,"20110407","Followup"
240,91,"20110401","Routine"
240,,"20101103","Followup"
240,94,"20101020","Routine"
247,,"20121219","Followup"
247,89,"20121114","Routine"
247,,"20121108","Non-inspection site visit"
247,96,"20120328","Routine"
247,100,"20110812","Routine"
247,100,"20110214","Routine"
247,,"20101028","Followup"
247,,"20100825","Followup"
247,92,"20100701","Routine"
251,88,"20130315","Routine"
251,,"20120229","Followup"
251,,"20120222","Complaint"
251,92,"20120222","Routine"
251,88,"20111005","Routine"
251,,"20110426","Complaint"
251,85,"20110405","Routine"
251,,"20100809","Followup"
251,98,"20100726","Routine"
253,98,"20130501","Routine"
253,98,"20121009","Routine"
253,98,"20111031","Routine"
253,94,"20110412","Routine"
253,84,"20100803","Routine"
256,98,"20130319","Routine"
256,98,"20111221","Routine"
256,,"20110302","Followup"
256,90,"20110126","Routine"
257,96,"20130114","Routine"
257,94,"20120702","Routine"
257,100,"20111213","Routine"
257,96,"20110412","Routine"
257,96,"20100803","Routine"
258,94,"20130405","Routine"
258,88,"20120905","Routine"
258,94,"20120130","Routine"
258,,"20110720","Followup"
258,90,"20110708","Routine"
258,,"20110708","Routine"
258,,"20110222","Complaint Followup"
258,,"20110201","Complaint"
258,,"20101115","Followup"
258,81,"20101103","Routine"
258,,"20101103","Routine"
260,,"20130313","Followup"
260,,"20130211","Non-inspection site visit"
260,90,"20121211","Routine"
260,90,"20120621","Routine"
260,96,"20111220","Routine"
260,90,"20110628","Routine"
260,82,"20100920","Routine"
260,82,"20100520","Routine"
260,,"20100517","Non-inspection site visit"
264,,"20121214","Followup"
264,90,"20121205","Routine"
264,,"20111207","Followup"
264,,"20111128","Followup"
264,88,"20111110","Routine"
264,,"20110512","Followup"
264,88,"20110505","Routine"
264,94,"20101201","Routine"
267,,"20120823","Followup"
267,83,"20120731","Routine"
267,,"20120521","Followup"
267,,"20120508","Followup"
267,69,"20120112","Routine"
267,,"20110812","Followup"
267,89,"20110713","Routine"
267,94,"20110211","Routine"
267,94,"20100521","Routine"
268,,"20130108","Followup"
268,89,"20121203","Routine"
268,94,"20120504","Routine"
268,96,"20111121","Routine"
268,96,"20110519","Routine"
268,,"20101221","Followup"
268,89,"20101208","Routine"
272,,"20130107","Non-inspection site visit"
272,,"20121120","Non-inspection site visit"
272,,"20121108","Followup"
272,88,"20121029","Routine"
272,,"20120515","Followup"
272,87,"20120405","Routine"
272,89,"20111018","Routine"
272,90,"20110511","Routine"
272,,"20110215","Non-inspection site visit"
272,,"20110214","Non-inspection site visit"
272,,"20101207","Followup"
272,77,"20101123","Routine"
272,,"20100720","Followup"
272,,"20100719","Non-inspection site visit"
272,88,"20100708","Routine"
273,,"20130123","Followup"
273,84,"20121213","Routine"
273,,"20120416","Followup"
273,82,"20120405","Routine"
273,90,"20110715","Routine"
273,,"20110210","Followup"
273,70,"20110202","Routine"
273,,"20110202","Followup"
273,,"20100624","Followup"
273,64,"20100526","Routine"
274,88,"20130130","Routine"
274,92,"20120601","Routine"
274,,"20111121","Followup"
274,,"20111101","Followup"
274,90,"20111019","Routine"
274,92,"20110224","Routine"
275,87,"20130424","Routine"
275,,"20120913","Followup"
275,87,"20120828","Routine"
275,,"20120516","Followup"
275,,"20120302","Followup"
275,90,"20120131","Routine"
275,98,"20111025","Routine"
275,,"20110509","Followup"
275,,"20110426","Followup"
275,89,"20110415","Routine"
275,92,"20100929","Routine"
276,100,"20120808","Routine"
276,98,"20120126","Routine"
276,96,"20110719","Routine"
276,100,"20110209","Routine"
276,100,"20100616","Routine"
279,100,"20121126","Routine"
279,94,"20120322","Routine"
279,98,"20110915","Routine"
279,98,"20110318","Routine"
279,,"20100927","Followup"
279,96,"20100917","Routine"
281,96,"20121017","Routine"
281,92,"20120418","Routine"
281,98,"20110921","Routine"
281,96,"20110317","Routine"
281,93,"20100902","Routine"
283,,"20121107","Followup"
283,98,"20120924","Routine"
283,,"20120924","Followup"
283,94,"20120221","Routine"
283,100,"20110802","Routine"
283,100,"20110222","Routine"
283,,"20100726","Followup"
283,,"20100603","Followup"
283,96,"20100527","Routine"
285,100,"20121207","Routine"
285,,"20120418","Routine"
285,100,"20120418","Routine"
285,,"20120306","Followup"
285,,"20111012","Routine"
285,98,"20111012","Routine"
285,,"20110307","Routine"
285,100,"20110307","Routine"
285,,"20101004","Followup"
285,,"20100607","Routine"
285,98,"20100607","Routine"
286,,"20130304","Followup"
286,,"20130228","Followup"
286,60,"20130211","Routine"
286,,"20120801","Followup"
286,73,"20111212","Routine"
286,,"20111201","Followup"
286,76,"20110427","Routine"
286,,"20100805","Followup"
286,66,"20100723","Routine"
286,,"20100723","Non-inspection site visit"
290,,"20121017","Followup"
290,85,"20121009","Routine"
290,91,"20120330","Routine"
290,,"20111116","Followup"
290,94,"20110921","Routine"
290,96,"20110223","Routine"
290,94,"20100524","Routine"
298,,"20120926","Followup"
298,94,"20120914","Routine"
298,,"20120202","Followup"
298,87,"20120119","Routine"
298,,"20110714","Followup"
298,90,"20110708","Routine"
298,,"20110118","Followup"
298,86,"20110112","Routine"
298,,"20100908","Followup"
298,78,"20100831","Routine"
298,,"20100625","Complaint"
299,,"20130111","Followup"
299,75,"20121217","Routine"
299,,"20120629","Followup"
299,83,"20120619","Routine"
299,,"20120228","Followup"
299,,"20120120","Complaint"
299,82,"20120120","Routine"
299,94,"20110713","Routine"
299,100,"20110211","Routine"
299,98,"20100812","Routine"
300,90,"20130214","Routine"
300,,"20130214","Complaint"
300,94,"20120625","Routine"
300,,"20120112","Followup"
300,94,"20111221","Routine"
300,94,"20110601","Routine"
300,,"20110118","Followup"
300,84,"20101229","Routine"
300,,"20101229","Complaint"
302,94,"20121210","Routine"
302,94,"20120530","Routine"
302,94,"20111110","Routine"
302,96,"20110609","Routine"
302,96,"20101222","Routine"
302,94,"20100915","Routine"
305,96,"20121203","Routine"
305,96,"20120427","Routine"
305,96,"20111121","Routine"
305,,"20110706","Followup"
305,92,"20110620","Routine"
305,,"20110124","Followup"
305,89,"20110121","Routine"
305,96,"20100519","Routine"
305,,"20100519","Complaint"
315,,"20121214","Followup"
315,92,"20121207","Routine"
315,,"20120406","Followup"
315,92,"20120403","Routine"
315,,"20111021","Followup"
315,,"20111014","Followup"
315,90,"20111007","Routine"
315,,"20110412","Followup"
315,87,"20110405","Routine"
315,,"20100730","Followup"
315,,"20100729","Followup"
315,82,"20100728","Routine"
318,,"20121218","Followup"
318,90,"20121019","Routine"
318,92,"20120410","Routine"
318,96,"20111020","Routine"
318,,"20110407","Followup"
318,81,"20110322","Routine"
318,,"20101110","Followup"
318,92,"20101102","Routine"
319,,"20121207","Followup"
319,92,"20120801","Routine"
319,100,"20120227","Routine"
319,,"20111221","Complaint"
319,98,"20110801","Routine"
319,,"20110525","Complaint"
319,,"20110303","Followup"
319,83,"20110210","Routine"
319,,"20110124","Complaint"
320,82,"20120925","Routine"
320,88,"20120326","Routine"
320,94,"20110929","Routine"
320,,"20110908","Non-inspection site visit"
320,,"20110907","Non-inspection site visit"
320,,"20110512","Followup"
320,,"20110512","Complaint"
320,94,"20110428","Routine"
320,,"20110428","Complaint"
320,,"20110331","Complaint"
320,,"20101118","Followup"
320,,"20101110","Followup"
320,91,"20101102","Routine"
320,,"20100927","Followup"
323,98,"20121001","Routine"
323,98,"20120319","Routine"
323,98,"20110725","Routine"
323,98,"20110223","Routine"
323,100,"20100817","Routine"
323,,"20100615","Non-inspection site visit"
325,,"20130502","Non-inspection site visit"
325,83,"20121017","Routine"
325,,"20120628","Followup"
325,83,"20120405","Routine"
325,,"20110926","Followup"
325,84,"20110907","Routine"
325,,"20110328","Followup"
325,86,"20110321","Routine"
325,,"20100803","Followup"
325,69,"20100722","Routine"
326,92,"20130103","Routine"
326,,"20120531","Followup"
326,,"20120524","Followup"
326,,"20120516","Followup"
326,81,"20120514","Routine"
326,,"20111027","Followup"
326,,"20111017","Followup"
326,,"20111017","Non-inspection site visit"
326,81,"20111012","Routine"
326,,"20110411","Followup"
326,,"20110301","Followup"
326,,"20110228","Followup"
326,74,"20110228","Routine"
326,,"20100830","Followup"
326,83,"20100824","Routine"
328,90,"20130422","Routine"
328,96,"20120927","Routine"
328,96,"20120327","Routine"
328,92,"20111003","Routine"
328,,"20110720","Non-inspection site visit"
328,,"20110503","Routine"
328,90,"20110503","Routine"
328,,"20101103","Routine"
328,94,"20101103","Routine"
328,,"20101025","Non-inspection site visit"
328,94,"20100617","Routine"
328,,"20100617","Routine"
332,100,"20130222","Routine"
332,100,"20120810","Routine"
332,100,"20120430","Routine"
332,100,"20110810","Routine"
332,100,"20110322","Routine"
332,100,"20101013","Routine"
335,,"20121012","Followup"
335,80,"20121009","Routine"
335,,"20120525","Followup"
335,82,"20120507","Routine"
335,96,"20111013","Routine"
335,,"20110415","Complaint Followup"
335,,"20110330","Followup"
335,,"20110302","Non-inspection site visit"
335,90,"20110301","Routine"
335,,"20110301","Complaint"
335,,"20101118","Followup"
335,,"20101104","Followup"
335,81,"20101029","Routine"
335,,"20100604","Complaint"
335,,"20100604","Complaint"
335,,"20100518","Complaint"
337,,"20121227","Followup"
337,,"20121203","Followup"
337,86,"20121116","Routine"
337,,"20121116","Complaint"
337,,"20120315","Followup"
337,,"20120313","Followup"
337,,"20120305","Foodborne Illness Investigation"
337,91,"20120305","Routine"
337,,"20111018","Followup"
337,88,"20111006","Routine"
337,,"20110413","Followup"
337,,"20110405","Followup"
337,70,"20110404","Routine"
379,91,"20130329","Routine"
379,98,"20120731","Routine"
379,,"20120229","Followup"
379,85,"20120222","Routine"
379,,"20110707","Followup"
379,74,"20110630","Routine"
379,,"20110630","Complaint"
379,,"20110225","Followup"
379,78,"20110218","Routine"
380,100,"20121221","Routine"
380,100,"20120613","Routine"
380,96,"20111220","Routine"
380,96,"20110518","Routine"
380,98,"20100907","Routine"
383,,"20130117","Followup"
383,94,"20130110","Routine"
383,,"20120613","Followup"
383,94,"20120606","Routine"
383,,"20111213","Followup"
383,92,"20111205","Routine"
383,,"20110614","Followup"
383,96,"20110531","Routine"
383,,"20100902","Followup"
383,94,"20100802","Routine"
384,94,"20121210","Routine"
384,91,"20120514","Routine"
384,96,"20111117","Routine"
384,,"20110518","Followup"
384,94,"20110511","Routine"
384,,"20101117","Followup"
384,93,"20101116","Routine"
385,100,"20130415","Routine"
385,94,"20120917","Routine"
385,,"20120427","Followup"
385,80,"20120426","Routine"
385,,"20111121","Non-inspection site visit"
385,,"20111116","Followup"
385,,"20111110","Followup"
385,71,"20111107","Routine"
385,,"20110606","Followup"
385,83,"20110526","Routine"
385,,"20100826","Followup"
385,85,"20100824","Routine"
386,,"20130124","Complaint Followup"
386,,"20130118","Complaint"
386,94,"20121211","Routine"
386,,"20120117","Followup"
386,92,"20120110","Routine"
386,,"20110729","Non-inspection site visit"
386,,"20110708","Followup"
386,,"20110705","Non-inspection site visit"
386,83,"20110701","Routine"
386,91,"20110112","Routine"
389,100,"20130228","Routine"
389,100,"20120427","Routine"
389,100,"20110927","Routine"
389,100,"20110318","Routine"
389,100,"20101013","Routine"
393,96,"20130429","Routine"
393,98,"20120912","Routine"
393,98,"20120221","Routine"
393,,"20110812","Followup"
393,85,"20110810","Routine"
393,,"20110211","Followup"
393,83,"20110204","Routine"
394,100,"20130509","Routine"
394,100,"20120921","Routine"
394,100,"20111221","Routine"
394,,"20110728","Followup"
394,98,"20110722","Routine"
394,,"20110119","Routine"
395,100,"20130509","Routine"
395,100,"20120921","Routine"
395,100,"20111221","Routine"
395,,"20110728","Followup"
395,100,"20110722","Routine"
395,,"20110119","Routine"
397,100,"20120921","Routine"
397,,"20120110","Complaint"
397,,"20111222","Complaint"
397,,"20111221","Complaint"
