business_id,name,address,Score,date,latitude,longitude
125,CENTERFOLDS,391 BROADWAY ST ,89,20121024,37.798233,-122.40363700000002
126,BROADWAY DIM SUM,684 BROADWAY ST ,77,20130415,37.797708,-122.408413
130,CAFFE MACARONI,59 COLUMBUS AVE ,92,20121109,37.796208,-122.40430800000001
132,SILVER STAR CAFE AND DELI,316 PACIFIC AVE ,87,20130131,37.797668,-122.401125
134,MINT,400 MCALLISTER ST,100,20121206,37.780246999999996,-122.418974
140,CAFE MADELEINE,300 CALIFORNIA ST ,100,20121024,37.793268,-122.400323
141,AFC SUSHI @ MOLLIE STONE'S 2,2435 CALIFORNIA ST ,94,20130422,37.788773,-122.434697
146,DEJA VU PIZZA & PASTA,3227 16TH ST ,96,20121206,37.764713,-122.42470900000001
151,BUS STOP PIZZA #1,256 DIVISADERO ST ,98,20130111,37.771487,-122.43704699999999
155,CAFE COLE,609 COLE ST ,94,20130430,37.769303,-122.450724
164,SAN FRANCISCO SOUP CO,"50 POST ST, 3RD FLOOR",100,20121003,37.789064,-122.40286100000002
178,C & Y CAFE,400 CALIFORNIA ST  3RD FLOOR,100,20130110,37.793128,-122.401395
179,SECRET GARDEN TEA HOUSE,721 LINCOLN WAY ,88,20121207,37.765933000000004,-122.46580900000001
180,NENAS RESTAURANT,3459 MISSION ST ,92,20121213,37.74146,-122.42248400000001
184,RADIO HAVANA,1109 VALENCIA ST,98,20121106,37.755124,-122.42091599999999
187,TAZA WRAPS & JUICE,"750 FONT, BLDG B BLVD ",100,20121108,37.723054,-122.48361200000001
190,COURTYARD BY MARRIOTT-STAFF KITCHEN,299 02ND ST ,98,20121116,37.785614,-122.396693
192,ARLEQUIN,384B HAYES ST,96,20130419,37.777014,-122.42234499999999
194,BAYSIDE COFFEE SHOP,2011 BAYSHORE BLVD ,90,20130107,37.715126,-122.398901
198,SUBWAY,3801 03RD ST 310,100,20121127,37.741828999999996,-122.388098
199,TIFFANY'S CAFE,3801 03RD ST 535,88,20121127,37.741828999999996,-122.388098
200,JIM'S SMOKE SHOP,600 20TH ST ,88,20121024,37.760568,-122.387772
201,CHEZ PAPA,1401 18TH ST ,90,20130415,37.762543,-122.396739
208,CONSTANS GROCERY,4124 03RD ST ,81,20120823,37.739961,-122.389003
216,SORABOL,101 SPEAR ST ,100,20130306,37.792577,-122.393992
217,PROGRESSIVE GROUNDS,400 CORTLAND AVE ,100,20130207,37.739143,-122.417653
219,CUP OF BLUES,900 22ND ST ,92,20130412,37.757838,-122.390382
221,NOODLE EXPRESS,1235 VAN NESS AVE ,91,20130131,37.787076,-122.42182199999999
226,GRUMPY'S AMERICAN PUB,125 VALLEJO ST ,86,20130326,37.799594,-122.400586
229,BANGKOK RESTAURANT,0301 KEARNY ST,96,20120725,37.790779,-122.404101
230,GLOBE EATS INC,290 PACIFIC AVE ,64,20130124,37.797738,-122.400603
231,CAFFE PUCCINI,411 COLUMBUS AVE ,85,20121106,37.799087,-122.40848799999999
234,NEW MOON RESTAURANT,1247 STOCKTON ST ,86,20130506,37.797303,-122.408574
236,GELATO CLASSICO ITALIAN ICE,576 UNION ST ,94,20121012,37.800543,-122.40878400000001
239,JUST WONTON,1241 VICENTE ST ,83,20120830,37.739063,-122.48040900000001
240,MIKI RESTAURANT,3639 BALBOA ST ,65,20121213,37.775663,-122.497949
247,TOY BOAT DESSERT CAFE,401 CLEMENT ST ,89,20121114,37.782953000000006,-122.46351000000001
251,BEANERY INC.,602 IRVING ST ,88,20130315,37.764148,-122.46439099999999
253,ANN'S DONUT COFFEE SHOP,4488 MISSION ST ,98,20130501,37.725949,-122.43390600000001
256,MARCHE CLUB OF S.F.,4346 MISSION ST ,98,20130319,37.727983,-122.432101
257,JOE'S CABLE CAR RESTAURANT,4320 MISSION ST ,96,20130114,37.728343,-122.431722
258,VIKINGS GIANT SUBMARINE,1300 OCEAN AVE ,94,20130405,37.72404,-122.45653899999999
260,MONTEREY PIZZA,599 MONTEREY BLVD ,90,20121211,37.731522999999996,-122.44871100000002
264,MELT!,700 COLUMBUS AVE ,90,20121205,37.801203,-122.41141200000001
267,ASA SUSHI,2365 CHESTNUT ST ,83,20120731,37.800022999999996,-122.44226599999999
268,LOS HERMANOS,2026 CHESTNUT ST ,89,20121203,37.800767,-122.436924
272,ON THE BRIDGE,1581 WEBSTER ST #206,88,20121029,37.785227,-122.431472
273,HAI SUN RESTAURANT,3137 LAGUNA ST ,84,20121213,37.800133,-122.43106399999999
274,PESCE,2227 POLK ST ,88,20130130,37.797294,-122.422075
275,BEN & JERRY'S,170 O'FARRELL ST BASEMENT,87,20130424,37.786547999999996,-122.40731299999999
276,CORSAGNA,1668 UNION ST ,100,20120808,37.79826,-122.426748
279,INGA DONUTS,1026 HYDE ST ,100,20121126,37.790347,-122.417227
281,PARMA RESTAURANT,3314 STEINER ST ,96,20121017,37.799807,-122.437649
283,HAI KY MI GIA,707 ELLIS ST ,98,20120924,37.784193,-122.41796699999999
285,VAN NESS KENO ICE CREAM,26 VAN NESS,100,20121207,37.775867,-122.41935600000001
286,PUNJAB KABAB HOUSE,101 EDDY ST ,60,20130211,37.784303,-122.40964699999999
290,BISTRO AIX,3340 STEINER ST ,85,20121009,37.800187,-122.43775600000001
298,BAMBOO RESTAURANT,1441 POLK ST ,94,20120914,37.790134,-122.420634
299,YUKOL PLACE THAI CUISINE,2380 LOMBARD ST ,75,20121217,37.799287,-122.440624
300,SUBWAY,2001 VAN NESS AVE ,90,20130214,37.794134,-122.42323400000001
302,MOULIN ROUGE,887 GEARY ST ,94,20121210,37.786084,-122.41788899999999
305,PACIFIC CATCH,2027 CHESTNUT ST ,96,20121203,37.800763,-122.436536
315,THE POSH BAGEL,495A CASTRO ST,92,20121207,37.760954,-122.43493500000001
318,FIRST CUP,2911 VAN NESS AVE ,90,20121019,37.802454,-122.42485400000001
319,UNION STREET COFFEE ROASTERY,2191 UNION ST ,92,20120801,37.797104,-122.435207
320,NAPOLI PIZZA RESTAURANT,1045 POLK ST ,82,20120925,37.786545000000004,-122.419894
323,WAYO,1407 VAN NESS AVE ,98,20121001,37.788609,-122.42213000000001
325,MIFUNE RESTAURANT,1737 POST ST ,83,20121017,37.785457,-122.43031699999999
326,TEN ICHI RESTAURANT,2235 FILLMORE ST ,92,20130103,37.790333000000004,-122.43414399999999
328,MIYAKO,1470 FILLMORE ST,90,20130422,37.783017,-122.432584
332,NANI'S COFFEE,2739 GEARY BLVD ,100,20130222,37.782173,-122.448527
335,POLKERS,2226 POLK ST ,80,20121009,37.797296,-122.421967
337,GORDO TAQUERIA #2,1239 . AVE ,86,20121116,37.758941,-122.48591
379,GIANT SCOOP,2708 SAN BRUNO AVE ,91,20130329,37.727468,-122.403582
380,COFFEE CHOICE,300 03RD ST ,100,20121221,37.783516999999996,-122.39866799999999
383,KING LING,683 GEARY ST,94,20130110,37.786543,-122.41453600000001
384,RINCONSITO SALVADORENO,3829 MISSION ST ,94,20121210,37.73571,-122.42452800000001
385,REINA RESTAURANT,5479 MISSION ST ,100,20130415,37.712927,-122.44435800000001
386,ADELITA'S CAKES,3780 MISSION ST ,94,20121211,37.736304,-122.42443200000001
389,CAFE ELENA,1 MARKET ST ,100,20130228,37.794346999999995,-122.39493200000001
393,SUPER STAR RESTAURANT,4919 MISSION ST B,96,20130429,37.719691999999995,-122.438575
394,SF MARRIOTT HOTEL PANTRY 5/F,55 04TH ST ,100,20130509,37.784964,-122.404752
395,SF MARRIOTT HOTEL PANTRY 4/F,55 04TH ST ,100,20130509,37.784964,-122.404752
397,SF MARRIOTT VIEW LOUNGE PANTRY,55 04TH ST ,100,20120921,37.784964,-122.404752
398,HENRY'S CAFETERIA,92 02ND ST ,100,20120907,37.788117,-122.399979
400,COW HOLLOW CATERING,3301 LYON ST ,98,20120524,37.801401,-122.44785700000001
401,STARBUCKS COFFEE,1 MARKET ST ,100,20130228,37.794346999999995,-122.39493200000001
403,HAAGEN-DAZS #561,865 MARKET ST ,92,20121120,37.784317,-122.40756299999998
404,ELEVATION SALON & CAFE,451 BUSH ST ,96,20130109,37.790584,-122.404974
409,EL FARO,82 01ST ST ,100,20120514,37.788613,-122.39389399999999
413,HOUSE OF HUNAN,2 TOWNSEND ST ,76,20120904,37.757923,-122.393914
415,CAFE MADELEINE,43 O'FARRELL ST,87,20130110,37.786698,-122.405473
420,BUSTER'S,366 COLUMBUS AVE ,88,20121105,37.798444,-122.407444
421,CAFFE ROMA COFFEE ROASTING CO,526 COLUMBUS AVE ,94,20130510,37.799845,-122.409434
422,MICHELANGELO CAFFE,579 COLUMBUS AVE ,83,20130128,37.800166,-122.41000600000001
423,ORALE TAQUERIA,113 SACRAMENTO ST ,98,20120201,37.794501000000004,-122.39716000000001
424,CHATZ,301 ARKANSAS ST ,100,20121119,37.762334,-122.398416
425,MOCCA,175 MAIDEN LN ,87,20121026,37.788011,-122.406252
428,CAFFE AMBROSIA,14 TRINITY PL ,100,20130314,37.790109,-122.402597
429,CALZONE'S,430 COLUMBUS AVE ,96,20121115,37.798965,-122.408204
430,ROSE PISTOLA,532 COLUMBUS AVE ,98,20121114,37.799915000000006,-122.409544
431,BOHEMIAN CIGAR STORE,566 COLUMBUS AVE ,90,20121114,37.800135,-122.40985400000001
435,VIENI-VIENI,1431 STOCKTON ST ,94,20130415,37.798914,-122.40888500000001
436,NORTH BEACH RESTAURANT,1512 STOCKTON ST ,80,20120830,37.799646,-122.40893899999999
438,HAWAII WEST,729 VALLEJO ST ,85,20120320,37.798494,-122.40933700000001
442,MY CANH RESTAURANT,626 78 ST ,86,20120927,37.797828,-122.407474
443,THE STINKING ROSE,325 COLUMBUS AVE ,85,20120717,37.798306,-122.407327
444,VESUVIO CAFE,255 COLUMBUS AVE ,90,20130108,37.797468,-122.406147
447,L'OSTERIA DEL FORNO,519 COLUMBUS AVE ,72,20130103,37.799837,-122.409517
448,YUET LEE RESTAURANT,1300 STOCKTON ST ,88,20130313,37.797816999999995,-122.408597
457,CHILI-UP!,50 POST ST ,98,20130213,37.789064,-122.40286100000002
462,GARDEN OF EDEN,529 BROADWAY ST ,100,20121024,37.797933,-122.40601799999999
463,SAM'S PIZZA,618 BROADWAY ST ,94,20130329,37.797828,-122.407444
467,YOKOHAMA JAPANESE RESTAURANT,229 COLUMBUS AVE ,88,20121002,37.797416,-122.406006
468,TAQUERIA ZORRO,308 COLUMBUS AVE ,85,20121114,37.798065,-122.40685500000001
469,VIVA PIZZA RESTAURANT,318 COLUMBUS AVE ,64,20121218,37.798065,-122.40685500000001
470,FRANCHINO,347 COLUMBUS AVE ,89,20130416,37.798427000000004,-122.40750700000001
472,MONA LISA RESTAURANT,353 COLUMBUS AVE ,90,20130314,37.798526,-122.407657
473,CAFFE GRECO,423 COLUMBUS AVE ,70,20121106,37.79886,-122.408204
475,MARA'S,503 COLUMBUS AVE ,83,20130208,37.799501,-122.40908400000001
477,IL POLLAIO,555 COLUMBUS AVE ,90,20130226,37.800036,-122.40981699999999
479,RISTORANTE IDEALE,1309 GRANT AVE ,98,20130122,37.799003000000006,-122.407274
480,MO'S GRILL,1322 GRANT AVE ,88,20130314,37.799058,-122.40721699999999
482,SAVOY TIVOLI,1436 GRANT AVE ,76,20120126,37.800061,-122.407398
483,MAY KADEH RESTAURANT,470 GREEN ST ,98,20130328,37.799758000000004,-122.407113
484,COLUMBUS CAFE,562 GREEN ST ,89,20130122,37.799597999999996,-122.408394
485,"SILVERHAT BAR, INC",678 GREEN ST ,92,20130415,37.799388,-122.410223
486,TOMMASO,1042 KEARNY ST ,98,20130328,37.797398,-122.405322
488,THE HOUSE,1230 GRANT AVE ,98,20121019,37.798519,-122.407071
489,DOL-HO RESTAURANT,808 PACIFIC AVE ,64,20120719,37.796718,-122.40871399999999
493,CAFÉ DIVINE,1600 STOCKTON ST ,74,20121128,37.800627,-122.409177
494,SAN FRANCISCO ATHLETIC CLUB,1630 STOCKTON ST ,89,20130109,37.800897,-122.40918899999998
495,CINECITTA,663 UNION ST ,78,20130117,37.800253999999995,-122.41044699999999
496,CAFFE TRIESTE,601 VALLEJO ST ,88,20121101,37.798744,-122.407408
499,SUTTER STREET CAFE,450 SUTTER ST ,90,20120831,37.789348,-122.40778300000001
500,ROXANNE CAFE,570 POWELL ST,72,20130110,37.790003000000006,-122.40868799999998
502,COURTYARD BY MARRIOTT-COFFEE SHOP,299 02ND ST ,92,20121116,37.785614,-122.396693
503,KIJI RESTAURANT,1009 GUERRERO ST,92,20120530,37.754923,-122.423126
505,QUICKLY,5301 MISSION ST ,98,20130204,37.714458,-122.44277
507,VIKING'S GIANT SUB,2906 DIAMOND ST ,100,20130102,37.733449,-122.43424099999999
508,VICTORIA'S PIZZERIA,3605 BALBOA ST ,100,20130206,37.775653000000005,-122.49738700000002
509,CAFE BAKERY,1365 NORIEGA ST ,85,20130506,37.754090000000005,-122.478248
510,DONUT TIME,2401 NORIEGA ST ,85,20130501,37.753633,-122.48953999999999
515,TAZAKI SUSHI,3420 JUDAH ST ,96,20130425,37.760769,-122.498792
519,SHERATON PALACE - EMP.  CAFETERIA,2 NEW MONTGOMERY ST ,92,20130111,37.788286,-122.40154299999999
520,DAILY HEALTH,1235 09TH AVE ,83,20120727,37.758941,-122.48591
521,CALIFORNIA CRISP,3251 20TH AVE ,83,20121204,37.728497,-122.47563899999999
522,BOUDIN SOURDOUGH BAKERY,3251 20TH AVE ,100,20121017,37.728497,-122.47563899999999
527,MELISA'S CHINESE CUISINE,0450 BALBOA ST ,83,20130110,37.777291999999996,-122.46349599999999
529,NIZARIO'S PIZZA,3840 GEARY BLVD ,94,20120924,37.781278,-122.46066100000002
538,MARNEE THAI RESTAURANT,2225 IRVING ST ,86,20130212,37.763343,-122.48180900000001
539,EL SALVADOR RESTAURANT,2278 MISSION ST ,100,20130315,37.760579,-122.41932
542,HAMBURGER HAVEN,800 CLEMENT ST ,85,20121129,37.782799,-122.46785200000001
544,THAI TIME RESTAURANT,315 08TH AVE ,88,20121220,37.782534000000005,-122.46661499999999
547,LITTLE HENRY'S,3600 BALBOA ST ,98,20121206,37.775728,-122.497522
549,MESCOLANZA,2221 CLEMENT ST ,96,20121031,37.782064,-122.48315900000001
551,GORDO TAQUERIA,2252 CLEMENT ST ,98,20120814,37.782107,-122.483631
552,LOI'S VIETNAMESE RESTAURANT,2228 IRVING ST ,83,20121016,37.763428000000005,-122.48173600000001
557,KATIA'S,600 05TH AVE ,92,20130214,37.77721,-122.462874
558,CAJUN PACIFIC,4542 IRVING ST ,88,20130508,37.762304,-122.506543
560,NORA'S MARKET,454 CAPITOL AVE ,98,20130326,37.714782,-122.459026
562,DESTINO RESTAURANT,1815 MARKET ST ,93,20130328,37.771437,-122.423892
563,HANG FOOK BAKERY & RESTAURANT,1325 OCEAN AVE ,83,20130319,37.723974,-122.456626
567,SAN FRANCISCO SOUP COMPANY,1 MARKET ST ,94,20130301,37.794346999999995,-122.39493200000001
573,MUFFIN'S MUFFIN,123 02ND ST ,96,20120504,37.787755,-122.399372
580,TACO LOS ALTOS,737 CORTLAND AVE ,98,20121024,37.738979,-122.414971
581,CAFE LEAH 3,77 BEALE ST ,85,20130123,37.791363,-122.39602
587,NEW TSING TAO RESTAURANT,811 ULLOA ST ,84,20130221,37.740654,-122.46538899999999
588,BURRITO EXPRESS,1601 TARAVAL ST ,96,20120918,37.742672999999996,-122.48333999999998
589,WON TON HOUSE,1325 NORIEGA ST ,90,20130506,37.754106,-122.477841
590,HAHN'S HIBACHI #6,535 IRVING ST ,92,20120926,37.764115999999994,-122.463472
591,YOU SEE SUSHI,94 JUDAH ST ,90,20121218,37.762378000000005,-122.46269199999999
595,MAY LEE'S RESTAURANT,1256 07TH AVE ,68,20130130,37.764854,-122.46418600000001
597,CAFFE DEL SOLE,4342 CALIFORNIA ST ,89,20121005,37.785068,-122.46419399999999
601,IRVING CAFE & DELI,2146 IRVING ST ,94,20121126,37.763428000000005,-122.481131
606,TSING TAO RESTAURANT,3107 CLEMENT ST ,90,20130409,37.781624,-122.492609
610,POMELO,92 JUDAH ST ,90,20130207,37.762378000000005,-122.46269199999999
615,J & A RESTAURANT,5712 MISSION ST ,92,20130411,37.709857,-122.44970900000001
616,BEEP'S BURGER,1051 OCEAN AVE ,98,20130320,37.723414,-122.45386699999999
619,A-1 BAKERY,1727 OCEAN AVE ,93,20130116,37.724824,-122.460726
625,CALIFORNIA TENNIS CLUB,2455 BUSH ST ,90,20130220,37.786463,-122.437657
627,EDDIES CAFE,800 DIVISADERO ST ,100,20121029,37.776897999999996,-122.438098
628,EL BURRITO EXPRESS #2,1812 DIVISADERO ST ,96,20130122,37.786407000000004,-122.44005700000001
631,SUBWAY SANDWICHES & SALADS,1500 FILLMORE ST ,89,20130318,37.78332,-122.432647
632,ARANG RESTAURANT,1506 FILLMORE ST ,91,20130422,37.783374,-122.432657
634,KING LEE'S RESTAURANT,1426A FILLMORE ST ,71,20130318,37.782632,-122.43250400000001
639,SWAN OYSTER DEPOT,1517 POLK ST ,92,20121114,37.790734,-122.42078300000001
642,ANDERSEN BAKERY,1737 POST ST ,100,20130502,37.785457,-122.43031699999999
645,TAN-TAN,1825 POST ST #223,98,20121128,37.785274,-122.431918
651,FUKI SUSHI,1581 WEBSTER ST ,75,20130107,37.785227,-122.431472
657,ZAZANG RESTAURANT,2340 GEARY BLVD ,79,20121126,37.783088,-122.44186299999998
659,GOLDEN COFFEE,901 SUTTER ST ,89,20121227,37.788321999999994,-122.415218
665,BRAZEN HEAD RESTAURANT,3166 BUCHANAN ST ,88,20130501,37.799217999999996,-122.43251699999999
667,U-LEE RESTAURANT,1468 HYDE ST ,79,20130116,37.794447999999996,-122.418057
670,VIKINGS GIANT SUBMARINE SANDWICHES,1418 LOMBARD ST ,83,20120621,37.801334000000004,-122.42490500000001
673,LOMBARD ALIVE SHOP,1972 LOMBARD ST ,98,20120516,37.800137,-122.43398400000001
674,GHIRARDELLI CHOCOLATE COMPANY & CAFÉ,900 NORTH POINT ST #142,92,20121119,37.805427,-122.422854
687,KITCHEN KURA,1525 IRVING ST ,60,20120208,37.763638,-122.47419599999999
688,GOEMON,1524 IRVING ST ,71,20110809,37.763708,-122.47436200000001
691,MARINA SUBMARINE,2299 UNION ST ,92,20120801,37.796893,-122.436847
695,BARBARY COAST PASTRY & COFFEE,55 CYRIL MAGNIN ST ,94,20130410,37.784965,-122.40861399999999
696,NEW YORK NEW YORK PIZZA KITCHEN,127 EDDY ST,96,20120515,37.784303,-122.40964699999999
700,BAMBOO GARDEN,407 ELLIS ST ,68,20130507,37.784828999999995,-122.412912
703,THEM KY RESTAURANT,717 ELLIS ST ,75,20130514,37.784193,-122.41796699999999
708,"CVE, INC. (409 )",101 GROVE ST,100,20120521,37.778384,-122.418696
709,MONG THU COFFEE SHOP,248 HYDE ST,92,20130416,37.783041,-122.415719
711,HARRY HARRINGTON'S,460 LARKIN ST ,74,20130409,37.78202,-122.41719499999999
712,SAIGON SANDWICHES,560 LARKIN ST ,94,20130227,37.782948,-122.417379
722,TAYLOR STREET COFFEE SHOP,375 TAYLOR ST ,90,20121129,37.785775,-122.41133700000002
726,BEN WAH RESTAURANT,2786 CALIFORNIA ST ,96,20130328,37.788138000000004,-122.440174
727,FOOD INC.,2800 CALIFORNIA ST ,84,20121023,37.788068,-122.44070500000001
728,CUMAICA COFFEE COMPANY,2800 CALIFORNIA,92,20121022,37.788068,-122.44070500000001
729,ASHOKA INDIAN CUISINE,2034 CHESTNUT ST ,84,20120614,37.800758,-122.437024
730,ALL STAR DONUTS,2095 CHESTNUT ST ,92,20121120,37.800563000000004,-122.43777299999999
741,MOZZARELLA DI BUFALA PIZZERIA II,069 WEST PORTAL AVE ,86,20130503,37.740052,-122.466544
744,CAFÉ BELLINI,865 MARKET ST C45,85,20130214,37.784317,-122.40756299999998
750,123 DELI - LEE'S,123 MISSION ST ,89,20130311,37.788613,-122.39389399999999
754,EDUCATED PALATE RESTAURANT,800 MISSION ST ,88,20130204,37.784323,-122.404549
758,BAKERY/ICE CREAM/STOREROOM,2 NEW MONTGOMERY ST ,98,20130111,37.788286,-122.40154299999999
759,KYO-YA RESTAURANT,2 NEW MONTGOMERY ST ,98,20130111,37.788286,-122.40154299999999
765,APERTO RESTAURANT,1434 18TH ST ,90,20130204,37.762568,-122.39719199999999
768,MOSHI MOSHI,2092 03RD ST ,98,20121113,37.763187,-122.38889499999999
770,CROWN DONUTS,4000 03RD ST ,80,20121017,37.741040999999996,-122.38865200000001
773,MARIPOSA HUNTERS POINT YACHT CLUB,405 TERRY FRANCOIS BLVD ,100,20120618,37.77325,-122.387222
774,BAY VIEW BOAT CLUB,429 TERRY FRANCOIS ST,100,20120618,37.772667,-122.387032
777,TOP'S CAFETERIA,66 DORMAN AVE ,81,20121210,37.739557,-122.403378
782,MONTE CRISTO SOCIAL CLUB,136 MISSOURI ST ,90,20121207,37.764627000000004,-122.39676399999999
783,LA CARNE ASADA RESTAURANT,3515 MISSION ST ,94,20130123,37.740804,-122.42293400000001
786,PIPERADE,1015 BATTERY ST ,96,20130326,37.800674,-122.40148400000001
790,PAUL MART,10 LOMBARD ST ,93,20130207,37.804210999999995,-122.40234099999999
792,BOUDIN BAKERY,PIER 39  FRONT,94,20120328,37.791924,-122.39858799999999
795,BEN & JERRY'S,PIER 41,94,20120420,37.808494,-122.412
796,HUNAN RESTAURANT,924 SANSOME ST ,76,20130326,37.798987,-122.40230700000001
798,SUSHI RAPTURE,1400 LEAVENWORTH ST ,96,20121218,37.793997,-122.41626699999999
799,COURTYARD BY MARRIOTT AT FISHERMAN'S WHARF,580 BEACH ST ,96,20120518,37.806964,-122.41861999999999
805,MAGIC WOK,84 09TH ST ,83,20130220,37.774722,-122.40676100000002
809,TRIPTYCH,1155 FOLSOM ST ,84,20120614,37.775797,-122.409002
811,EDEN PLAZA CAFE,600 HARRISON ST ,96,20120611,37.783954,-122.395699
816,B & J QUARTER POUNDER BURGERS,6202 03RD ST ,94,20130326,37.722374,-122.39584099999999
818,WENDY'S CHEESE CAKE BAKERY,4942 03RD ST ,71,20121025,37.733441,-122.39130300000001
824,BABY'S EATERY AND PALABOK,4609 MISSION ST ,87,20121024,37.724579,-122.43487900000001
826,ANGELINA'S DELI-CAFE & CATERING,6000 CALIFORNIA ST ,96,20120621,37.784038,-122.481982
827,TAQUERIA EL FAROLITO NO. 2,4817 MISSION ST ,74,20130221,37.721251,-122.437385
828,WALLY'S DIM SUM RESTAURANT,5125 MISSION ST ,85,20130417,37.716843,-122.44065400000001
830,LOS PLANES DE RENDEROS,12 PERSIA AVE ,92,20130401,37.723078,-122.435966
835,KAM PO KITCHEN,801 BROADWAY ST ,83,20130108,37.797222999999995,-122.410513
840,MOLINARI DELICATESSEN,373 COLUMBUS AVE ,79,20130102,37.798556,-122.407707
842,DA FLORA,701 COLUMBUS AVE ,94,20120613,37.801086,-122.41141100000002
843,ESTIA RESTAURANT,1224 GRANT AVE ,66,20121218,37.798328000000005,-122.407067
845,CAFE JACQUELINE,1454 GRANT AVE ,100,20121004,37.800428000000004,-122.407517
847,GOLDEN BOY PIZZA,542 GREEN ST ,88,20130412,37.799648,-122.408033
850,CAFFE SPORT,574 GREEN ST ,80,20120928,37.799588,-122.408514
853,MEE HEONG BAKERY,1343 POWELL ST ,61,20120223,37.796994,-122.41019399999999
854,FIRENZE BY NIGHT,1421 STOCKTON ST,69,20130228,37.798914,-122.40888500000001
856,DELFINA RESTAURANT,3621 18TH ST ,94,20120705,37.761514,-122.424318
860,CUP A JOE COFFEEHOUSE,896 SUTTER ST ,88,20121126,37.788438,-122.414994
865,CANTEEN,817 SUTTER ST ,96,20130409,37.788514,-122.41395700000001
870,YAN'S KITCHEN,57 COLUMBUS AVE ,82,20121102,37.796208,-122.40430800000001
873,"THE COFFEE ROASTER, INC.",536 DAVIS ST ,100,20130129,37.79739,-122.398319
874,PANCHO'S SALSA BAR & GRILL,1639 POLK ST ,86,20130509,37.792093,-122.421024
